thread-root,total-thread-count,matrix-width,matrix-size,copy-to-device[ms],bandwidth-to-device[GB/s],copy-from-device[ms],bandwidth-from-device[GB/s],kernel-matrix-multiplication[ms],cpu-matrix-multiplication[ms],speedup-kernel,speedup-overall
         1,         1,       100,     10000,  0.069493,    1.1512,  0.026331,   1.51912,   2.39518,   1.58144,  0.660261,  0.634862
         1,         1,       200,     40000,  0.111958,   2.85821,  0.036318,   4.40553,   20.1008,   6.93431,  0.344977,  0.342451
         1,         1,       300,     90000,  0.149114,   4.82852,  0.068026,   5.29209,   67.7209,   23.1432,  0.341744,  0.340652
         1,         1,       400,    160000,  0.252551,   5.06828,  0.125717,    5.0908,   160.367,   55.0733,   0.34342,  0.342612
         1,         1,       500,    250000,  0.358292,   5.58204,  0.165945,   6.02609,   318.506,   108.411,  0.340374,  0.339815
         1,         1,       600,    360000,  0.505589,   5.69633,  0.249617,   5.76884,   556.542,   180.207,  0.323798,  0.323359
         1,         1,       700,    490000,   0.67405,   5.81559,  0.313383,   6.25433,   894.007,   279.934,  0.313122,  0.312777
         1,         1,       800,    640000,  0.876804,   5.83939,  0.417728,   6.12839,   1622.67,    419.73,  0.258666,   0.25846
         1,         1,       900,    810000,   1.10141,   5.88334,  0.519978,   6.23103,   1914.14,   598.637,  0.312745,  0.312481
         1,         1,      1000,   1000000,   1.35466,   5.90553,  0.634378,   6.30539,   2621.31,   823.369,  0.314106,  0.313868
         2,         4,       100,     10000,  0.041137,   1.94472,  0.016692,   2.39636,   0.66085,  0.868073,   1.31357,   1.20787
         2,         4,       200,     40000,  0.108885,   2.93888,  0.044001,   3.63628,   5.35713,   8.74372,   1.63216,   1.58688
         2,         4,       300,     90000,  0.148415,   4.85126,  0.067957,   5.29747,   17.7969,   23.2993,   1.30917,   1.29345
         2,         4,       400,    160000,  0.237534,    5.3887,  0.109582,   5.84038,   42.1302,   54.8975,   1.30304,   1.29239
         2,         4,       500,    250000,  0.357383,   5.59624,  0.173838,   5.75248,   83.8137,   107.898,   1.28735,   1.27925
         2,         4,       600,    360000,  0.504403,   5.70972,  0.232436,   6.19525,   152.437,    186.22,   1.22162,   1.21574
         2,         4,       700,    490000,  0.675866,   5.79997,  0.311218,   6.29784,   234.677,    289.18,   1.23224,   1.22708
         2,         4,       800,    640000,   0.87387,     5.859,  0.417868,   6.12634,   426.905,   420.938,  0.986023,  0.983049
         2,         4,       900,    810000,   1.10337,   5.87291,  0.512503,   6.32191,    528.43,   598.064,   1.13177,   1.12832
         2,         4,      1000,   1000000,   1.35236,   5.91558,  0.626975,   6.37984,   724.719,   820.941,   1.13277,   1.12969
         3,         9,       100,     10000,  0.069424,   1.15234,  0.032198,   1.24231,  0.397195,    2.6663,   6.71283,   5.34525
         3,         9,       200,     40000,  0.082344,   3.88614,  0.034711,   4.60949,   2.54904,   6.92362,   2.71617,   2.59691
         3,         9,       300,     90000,  0.146739,   4.90667,  0.066629,   5.40305,   8.37677,   23.3314,   2.78525,   2.71607
         3,         9,       400,    160000,  0.268614,    4.7652,  0.109304,   5.85523,   19.8425,   54.9072,   2.76715,   2.71543
         3,         9,       500,    250000,  0.357174,   5.59951,   0.16385,   6.10314,   39.4995,   107.271,   2.71575,   2.68039
         3,         9,       600,    360000,  0.503704,   5.71764,  0.232436,   6.19525,   69.0258,   186.633,   2.70381,   2.67528
         3,         9,       700,    490000,  0.677122,   5.78921,  0.309682,   6.32907,   111.663,   296.741,   2.65746,   2.63418
         3,         9,       800,    640000,  0.875196,   5.85012,  0.401875,   6.37014,    201.75,   432.016,   2.14135,   2.12788
         3,         9,       900,    810000,   1.10037,   5.88893,  0.515927,   6.27996,   280.878,   597.902,   2.12869,   2.11651
         3,         9,      1000,   1000000,   1.35396,   5.90858,  0.624672,   6.40336,   397.168,   820.604,   2.06614,   2.05589
         4,        16,       100,     10000,  0.069214,   1.15584,  0.024515,   1.63165,  0.277974,   2.60045,     9.355,   6.99603
         4,        16,       200,     40000,  0.082484,   3.87954,  0.034781,   4.60021,   1.52319,   6.91664,   4.54088,   4.21629
         4,        16,       300,     90000,  0.147647,    4.8765,   0.06649,   5.41435,   4.97963,   23.2641,   4.67186,   4.47924
         4,        16,       400,    160000,   0.23907,   5.35408,   0.11084,   5.77409,   11.7954,   54.9788,   4.66103,   4.52675
         4,        16,       500,    250000,  0.359129,   5.56903,    0.1642,   6.09013,   23.5206,   107.628,   4.57592,   4.47633
         4,        16,       600,    360000,  0.503145,     5.724,  0.233903,    6.1564,   44.3887,   186.466,   4.20076,   4.13215
         4,        16,       700,    490000,  0.674329,   5.81319,  0.310938,   6.30351,   74.0771,   294.907,   3.98108,   3.92883
         4,        16,       800,    640000,  0.875685,   5.84685,   0.40334,     6.347,    121.24,    433.06,   3.57193,   3.53464
         4,        16,       900,    810000,   1.10051,   5.88818,  0.504123,     6.427,   177.389,    609.07,   3.43353,   3.40275
         4,        16,      1000,   1000000,   1.35313,   5.91223,  0.627255,   6.37699,    254.51,   819.838,   3.22124,   3.19636
         5,        25,       100,     10000,  0.040788,   1.96136,  0.015994,   2.50094,  0.182987,  0.821696,   4.49046,   3.42703
         5,        25,       200,     40000,  0.109792,    2.9146,  0.043651,   3.66544,   1.15072,   8.87859,   7.71566,   6.80786
         5,        25,       300,     90000,  0.153723,   4.68375,  0.067049,   5.36921,   3.61826,   23.2834,   6.43497,   6.06492
         5,        25,       400,    160000,  0.268614,    4.7652,  0.108954,   5.87404,   8.58833,   54.8442,    6.3859,   6.11698
         5,        25,       500,    250000,  0.386648,   5.17266,  0.164549,   6.07722,    17.708,    107.66,   6.07976,   5.89623
         5,        25,       600,    360000,  0.503215,    5.7232,  0.231668,   6.21579,   34.3565,    186.26,   5.42138,   5.30785
         5,        25,       700,    490000,  0.676983,    5.7904,  0.311009,   6.30207,   57.5726,   295.174,   5.12699,   5.04049
         5,        25,       800,    640000,  0.874987,   5.85152,  0.411303,   6.22412,   83.9435,   433.595,   5.16532,   5.08737
         5,        25,       900,    810000,   1.09953,   5.89342,  0.504752,   6.41899,    127.75,   597.433,    4.6766,    4.6186
         5,        25,      1000,   1000000,    1.3539,   5.90886,   0.62551,   6.39478,   176.651,   821.966,   4.65305,   4.60149
         6,        36,       100,     10000,  0.070052,   1.14201,  0.025563,   1.56476,  0.154562,   2.32233,   15.0252,   9.28275
         6,        36,       200,     40000,  0.109233,   2.92952,  0.043233,   3.70088,  0.926321,   9.97561,   10.7691,   9.24706
         6,        36,       300,     90000,  0.147507,   4.88112,  0.065582,   5.48931,   2.78267,   23.3418,    8.3883,   7.79164
         6,        36,       400,    160000,  0.239629,   5.34159,  0.107977,   5.92719,   6.80231,   54.8462,   8.06288,   7.67089
         6,        36,       500,    250000,   0.35885,   5.57336,  0.164828,   6.06693,   13.6489,   107.831,   7.90031,   7.60839
         6,        36,       600,    360000,  0.505031,   5.70262,   0.23062,   6.24404,   22.8493,   186.332,   8.15481,   7.90045
         6,        36,       700,    490000,  0.675866,   5.79997,  0.310101,   6.32052,   36.3539,   296.561,   8.15762,   7.94222
         6,        36,       800,    640000,  0.875475,   5.84825,  0.401944,   6.36905,    55.969,   440.364,     7.868,   7.69243
         6,        36,       900,    810000,   1.10051,   5.88818,  0.504682,   6.41988,   77.2484,   598.102,   7.74258,   7.58497
         6,        36,      1000,   1000000,   1.35285,   5.91344,  0.619363,   6.45825,   114.943,   821.066,   7.14323,   7.02273
         7,        49,       100,     10000,  0.040788,   1.96136,  0.015715,   2.54534,  0.109932,  0.821765,   7.47521,   4.93745
         7,        49,       200,     40000,  0.081856,    3.9093,  0.034222,   4.67536,  0.622646,    7.0163,   11.2685,   9.49787
         7,        49,       300,     90000,  0.146599,   4.91136,  0.065443,   5.50097,   1.96858,   23.6401,   12.0087,    10.841
         7,        49,       400,    160000,   0.30996,   4.12957,  0.107557,   5.95033,   4.81528,    54.844,   11.3896,   10.4808
         7,        49,       500,    250000,  0.357803,   5.58967,  0.164059,   6.09537,    9.7014,   107.312,   11.0615,   10.4969
         7,        49,       600,    360000,  0.504472,   5.70894,  0.231458,   6.22143,   18.0067,   185.662,   10.3107,   9.90585
         7,        49,       700,    490000,  0.674329,   5.81319,   0.31073,   6.30773,   29.3246,   294.951,   10.0582,   9.73128
         7,        49,       800,    640000,  0.876872,   5.83894,  0.402083,   6.36684,   43.1542,   442.821,   10.2614,   9.96599
         7,        49,       900,    810000,   1.11699,    5.8013,  0.507546,   6.38366,   62.1588,   598.036,    9.6211,   9.37606
         7,        49,      1000,   1000000,    1.3532,   5.91192,  0.619852,   6.45315,   85.6007,   824.415,   9.63093,   9.41395
         8,        64,       100,     10000,   0.03988,   2.00602,  0.015575,   2.56822,  0.105672,  0.821348,   7.77262,   5.09752
         8,        64,       200,     40000,  0.109653,    2.9183,  0.042813,   3.73718,  0.506917,   8.16745,    16.112,   12.3865
         8,        64,       300,     90000,  0.148765,   4.83985,  0.064883,   5.54845,   1.46502,   23.2503,   15.8703,   13.8505
         8,        64,       400,    160000,  0.239281,   5.34936,  0.109024,   5.87027,   3.19341,   54.9247,   17.1994,   15.5079
         8,        64,       500,    250000,   0.35934,   5.56576,  0.163641,   6.11094,    8.1831,   107.374,   13.1214,   12.3332
         8,        64,       600,    360000,  0.505799,   5.69396,  0.231598,   6.21767,   14.2833,    186.23,   13.0383,   12.3982
         8,        64,       700,    490000,  0.677332,   5.78741,    0.3108,   6.30631,   23.7627,   295.508,   12.4358,   11.9393
         8,        64,       800,    640000,  0.876592,    5.8408,  0.401944,   6.36905,   35.1717,   441.993,   12.5667,   12.1259
         8,        64,       900,    810000,   1.09771,   5.90317,  0.503005,   6.44129,   50.4748,   600.741,   11.9018,    11.536
         8,        64,      1000,   1000000,    1.3511,   5.92108,  0.618245,   6.46993,    67.553,    819.82,   12.1359,   11.7922
         9,        81,       100,     10000,  0.069075,   1.15816,  0.025073,   1.59534,  0.109373,    2.5642,   23.4445,   12.5992
         9,        81,       200,     40000,  0.081995,   3.90268,  0.034083,   4.69442,  0.473112,   6.88388,   14.5502,   11.6836
         9,        81,       300,     90000,  0.148136,    4.8604,  0.064605,   5.57232,   1.45259,   23.2846,   16.0298,    13.982
         9,        81,       400,    160000,  0.241655,   5.29681,  0.109443,   5.84779,   3.39944,   54.9753,   16.1719,    14.658
         9,        81,       500,    250000,  0.357593,   5.59295,  0.161895,   6.17684,   6.84002,    107.52,   15.7193,   14.6097
         9,        81,       600,    360000,  0.504054,   5.71367,  0.231668,   6.21579,    11.451,   186.385,   16.2768,   15.2942
         9,        81,       700,    490000,  0.676913,     5.791,  0.311497,    6.2922,   18.4586,   295.129,   15.9887,   15.1761
         9,        81,       800,    640000,  0.876314,   5.84265,  0.401804,   6.37127,   28.3637,   445.308,   15.6999,   15.0229
         9,        81,       900,    810000,   1.10009,   5.89042,  0.504471,   6.42257,   38.5229,   620.336,    16.103,   15.4591
         9,        81,      1000,   1000000,   1.35383,   5.90917,  0.618595,   6.46627,   59.7107,   823.208,   13.7866,   13.3457
        10,       100,       100,     10000,   0.03995,    2.0025,  0.015644,   2.55689,  0.097779,  0.821209,   8.39862,   5.35433
        10,       100,       200,     40000,  0.108744,   2.94269,  0.044211,   3.61901,  0.451671,   9.43048,   20.8791,   15.5972
        10,       100,       300,     90000,  0.147158,    4.8927,  0.065582,   5.48931,   1.41536,   23.3057,   16.4663,   14.3147
        10,       100,       400,    160000,  0.238932,   5.35717,  0.107977,   5.92719,    3.4387,   54.8357,   15.9467,   14.4853
        10,       100,       500,    250000,  0.358501,   5.57878,  0.162594,   6.15029,   7.13182,   107.633,    15.092,   14.0644
        10,       100,       600,    360000,  0.504962,    5.7034,  0.231598,   6.21767,   11.9146,   186.248,   15.6318,   14.7217
        10,       100,       700,    490000,   0.67433,   5.81318,  0.311218,   6.29784,   19.3312,    295.56,   15.2892,   14.5476
        10,       100,       800,    640000,  0.875686,   5.84684,  0.402223,   6.36463,   28.1599,    438.01,   15.5544,   14.8792
        10,       100,       900,    810000,   1.10002,   5.89081,  0.504682,   6.41988,   39.9462,   601.237,   15.0512,   14.4699
        10,       100,      1000,   1000000,   1.35348,    5.9107,  0.625999,   6.38979,   62.7188,   819.678,   13.0691,   12.6692
        11,       121,       100,     10000,  0.040439,   1.97829,  0.015784,   2.53421,  0.097919,  0.821487,   8.38945,   5.32942
        11,       121,       200,     40000,  0.110071,   2.90721,  0.043861,   3.64789,  0.444687,   7.44116,   16.7335,   12.4305
        11,       121,       300,     90000,  0.147996,     4.865,  0.066281,   5.43142,   1.22916,   26.6691,    21.697,   18.4761
        11,       121,       400,    160000,  0.267916,   4.77762,  0.108814,    5.8816,   3.04646,   54.9569,   18.0396,   16.0543
        11,       121,       500,    250000,  0.390419,    5.1227,  0.163711,   6.10833,   6.24902,   107.258,    17.164,   15.7659
        11,       121,       600,    360000,  0.504541,   5.70816,  0.231807,   6.21206,    10.071,   186.617,   18.5302,   17.2676
        11,       121,       700,    490000,  0.674958,   5.80777,  0.311008,   6.30209,   16.9422,     295.1,    17.418,   16.4601
        11,       121,       800,    640000,  0.876104,   5.84406,  0.401874,   6.37016,   23.4961,   444.915,   18.9357,   17.9589
        11,       121,       900,    810000,   1.09778,    5.9028,  0.503983,   6.42879,   32.9617,   598.459,   18.1562,   17.3148
        11,       121,      1000,   1000000,   1.35285,   5.91345,  0.620132,   6.45024,   54.5285,   819.695,   15.0324,   14.5075
        12,       144,       100,     10000,  0.069423,   1.15236,  0.024306,   1.64568,  0.133748,   2.03744,   15.2335,   8.95671
        12,       144,       200,     40000,  0.109443,    2.9239,  0.043302,   3.69498,  0.421639,   7.27172,   17.2463,     12.66
        12,       144,       300,     90000,  0.176632,   4.07627,   0.06649,   5.41435,   1.22217,   23.3637,   19.1165,   15.9447
        12,       144,       400,    160000,  0.239211,   5.35092,  0.108395,   5.90433,   3.00392,   54.9155,   18.2813,   16.3852
        12,       144,       500,    250000,  0.387765,   5.15776,  0.163431,   6.11879,    6.2773,   107.521,   17.1285,   15.7459
        12,       144,       600,    360000,  0.504751,   5.70578,  0.231876,   6.21022,   10.4375,   186.404,    17.859,   16.6816
        12,       144,       700,    490000,   0.67782,   5.78325,  0.310101,   6.32052,   16.9504,   295.225,   17.4171,   16.4578
        12,       144,       800,    640000,  0.875266,   5.84965,  0.414794,   6.17174,   23.6274,   440.903,   18.6606,   17.6945
        12,       144,       900,    810000,   1.10225,   5.87887,  0.504751,   6.41901,   34.5677,   597.572,    17.287,   16.5191
        12,       144,      1000,   1000000,   1.35404,   5.90826,  0.619572,   6.45607,   54.8349,   846.531,   15.4378,   14.9015
        13,       169,       100,     10000,  0.040369,   1.98172,  0.015854,   2.52302,  0.099665,  0.816458,   8.19202,   5.23747
        13,       169,       200,     40000,  0.081087,   3.94638,  0.034712,   4.60936,   0.48722,   6.88179,   14.1246,   11.4122
        13,       169,       300,     90000,  0.147717,   4.87419,  0.065023,    5.5365,      1.62,   23.2732,   14.3662,   12.6986
        13,       169,       400,    160000,   0.27071,   4.72831,  0.109304,   5.85523,   3.90329,   54.9652,   14.0818,   12.8324
        13,       169,       500,    250000,  0.360736,   5.54422,   0.16399,   6.09793,   7.63882,   107.495,   14.0722,   13.1677
        13,       169,       600,    360000,  0.504193,    5.7121,  0.231249,   6.22705,   13.5064,   186.037,   13.7741,   13.0628
        13,       169,       700,    490000,  0.674818,   5.80897,  0.311708,   6.28794,    21.733,   295.353,   13.5901,        13
        13,       169,       800,    640000,  0.874288,   5.85619,  0.402083,   6.36684,   31.8167,   438.562,    13.784,   13.2524
        13,       169,       900,    810000,   1.10169,   5.88185,  0.504123,     6.427,   46.2352,    598.12,   12.9365,   12.5022
        13,       169,      1000,   1000000,   1.35117,   5.92079,  0.619013,    6.4619,   66.4277,    820.19,   12.3471,   11.9914
        14,       196,       100,     10000,  0.040299,   1.98516,  0.015924,   2.51193,  0.096382,  0.818973,   8.49716,   5.36662
        14,       196,       200,     40000,  0.126764,   2.52438,  0.043652,   3.66535,  0.438472,   11.7657,   26.8335,   19.3233
        14,       196,       300,     90000,  0.179146,   4.01907,  0.073334,   4.90905,   1.36416,   27.3403,   20.0418,   16.9117
        14,       196,       400,    160000,  0.270081,   4.73932,  0.108256,   5.91191,    3.1631,    54.865,   17.3454,   15.4923
        14,       196,       500,    250000,  0.357803,   5.58967,  0.162174,   6.16622,   6.60354,   107.175,     16.23,   15.0453
        14,       196,       600,    360000,   0.50489,   5.70421,  0.232645,   6.18969,   11.0805,   185.804,   16.7686,   15.7221
        14,       196,       700,    490000,  0.678799,   5.77491,   0.31024,   6.31769,   17.8235,   295.805,   16.5964,   15.7238
        14,       196,       800,    640000,  0.875546,   5.84778,  0.401804,   6.37127,   23.0662,    439.86,   19.0695,   18.0689
        14,       196,       900,    810000,   1.10121,   5.88446,  0.503425,   6.43591,   37.3246,   598.202,    16.027,   15.3664
        14,       196,      1000,   1000000,   1.35166,   5.91864,  0.619084,   6.46116,   57.2053,   820.812,   14.3485,   13.8707
        15,       225,       100,     10000,  0.069563,   1.15004,  0.025841,   1.54793,  0.125297,   2.61791,   20.8936,   11.8618
        15,       225,       200,     40000,  0.082274,   3.88944,  0.034433,   4.64671,  0.451462,   6.87683,   15.2324,   12.1035
        15,       225,       300,     90000,  0.147787,   4.87188,  0.065233,   5.51868,   1.41368,   23.3261,   16.5002,   14.3395
        15,       225,       400,    160000,   0.23956,   5.34313,  0.108605,   5.89291,   3.47173,   54.9158,    15.818,   14.3763
        15,       225,       500,    250000,  0.356825,   5.60499,  0.162594,   6.15029,   7.28261,   107.158,   14.7142,   13.7346
        15,       225,       600,    360000,   0.50503,   5.70263,  0.231737,   6.21394,   12.1974,   186.225,   15.2677,    14.398
        15,       225,       700,    490000,  0.676424,   5.79518,   0.31003,   6.32197,   20.0365,   295.609,   14.7536,   14.0613
        15,       225,       800,    640000,  0.875755,   5.84638,  0.402432,   6.36132,   25.9308,   442.134,   17.0506,   16.2496
        15,       225,       900,    810000,   1.10393,   5.86993,  0.509012,   6.36527,    41.838,   621.597,   14.8572,   14.3057
        15,       225,      1000,   1000000,   1.35264,   5.91437,  0.619224,    6.4597,   61.8862,   821.709,   13.2777,   12.8677
        16,       256,       100,     10000,  0.068585,   1.16644,  0.024305,   1.64575,  0.129208,     2.645,   20.4709,   11.9092
        16,       256,       200,     40000,  0.109164,   2.93137,  0.043093,    3.7129,  0.330914,   6.99765,   21.1464,   14.4828
        16,       256,       300,     90000,   0.17747,   4.05702,  0.074522,   4.83079,   1.05329,   23.8428,   22.6365,   18.2664
        16,       256,       400,    160000,  0.240747,   5.31678,  0.107837,   5.93488,   2.14325,   54.8438,   25.5891,   22.0094
        16,       256,       500,    250000,  0.356825,   5.60499,  0.162384,   6.15824,   5.01874,    107.13,   21.3459,   19.3446
        16,       256,       600,    360000,  0.505729,   5.69475,  0.231457,   6.22146,   7.36965,   185.971,   25.2347,     22.94
        16,       256,       700,    490000,  0.677333,    5.7874,   0.31052,   6.31199,   12.3236,   295.178,   23.9522,   22.1747
        16,       256,       800,    640000,  0.875266,   5.84965,  0.401664,   6.37349,   18.2822,   442.043,   24.1789,   22.6004
        16,       256,       900,    810000,   1.10358,   5.87179,  0.503704,   6.43235,   27.7245,   618.848,   22.3213,   21.0982
        16,       256,      1000,   1000000,   1.35194,   5.91741,  0.618525,     6.467,   37.2323,   821.074,   22.0528,   20.9443
        17,       289,       100,     10000,  0.040578,   1.97151,  0.015715,   2.54534,  0.087792,  0.821907,   9.36198,   5.70432
        17,       289,       200,     40000,  0.112237,   2.85111,  0.035899,   4.45695,  0.388534,   6.88592,   17.7228,   12.8308
        17,       289,       300,     90000,  0.149743,   4.80824,  0.065512,   5.49518,    1.1054,   23.2528,   21.0357,   17.6071
        17,       289,       400,    160000,  0.241655,   5.29681,  0.108674,   5.88917,   2.60331,   55.0524,   21.1471,   18.6388
        17,       289,       500,    250000,  0.386579,   5.17359,  0.166295,   6.01341,    5.7826,   107.495,   18.5894,   16.9671
        17,       289,       600,    360000,  0.504822,   5.70498,  0.231179,   6.22894,   9.16152,   186.764,   20.3857,   18.8697
        17,       289,       700,    490000,  0.675657,   5.80176,   0.31045,   6.31342,   15.0553,   295.181,   19.6064,   18.4012
        17,       289,       800,    640000,  0.875755,   5.84638,  0.401804,   6.37127,   22.4099,   437.777,   19.5349,   18.4813
        17,       289,       900,    810000,   1.10211,   5.87961,  0.503774,   6.43146,   30.5942,   598.633,   19.5669,   18.5911
        17,       289,      1000,   1000000,   1.35599,   5.89975,  0.619922,   6.45242,   48.4958,   838.889,   17.2982,    16.621
        18,       324,       100,     10000,  0.068865,   1.16169,  0.025073,   1.59534,  0.096313,   2.46013,   25.5431,    12.931
        18,       324,       200,     40000,  0.079551,   4.02258,  0.034362,   4.65631,  0.386648,   6.54864,    16.937,   13.0826
        18,       324,       300,     90000,  0.148625,   4.84441,  0.064884,   5.54836,   1.04624,   23.2733,   22.2446,   18.4745
        18,       324,       400,    160000,  0.238792,   5.36031,  0.107418,   5.95803,   2.49792,   54.8696,   21.9661,   19.2922
        18,       324,       500,    250000,  0.358011,   5.58642,  0.162664,   6.14764,   4.90406,   107.226,   21.8647,    19.766
        18,       324,       600,    360000,  0.504052,    5.7137,  0.232157,    6.2027,   8.62806,    185.89,   21.5448,   19.8509
        18,       324,       700,    490000,  0.677262,   5.78801,   0.31052,   6.31199,   13.5799,   296.743,   21.8516,   20.3699
        18,       324,       800,    640000,  0.876033,   5.84453,  0.401943,   6.36906,   21.7422,   441.044,   20.2852,    19.159
        18,       324,       900,    810000,   1.10002,    5.8908,  0.503704,   6.43235,   30.1752,   597.991,   19.8173,   18.8172
        18,       324,      1000,   1000000,   1.35404,   5.90826,  0.620829,     6.443,   45.0163,   840.315,   18.6669,   17.8824
        19,       361,       100,     10000,   0.07096,    1.1274,  0.024724,   1.61786,  0.135984,   2.63676,   19.3902,   11.3816
        19,       361,       200,     40000,  0.110141,   2.90537,  0.043791,   3.65372,  0.393842,   7.47922,   18.9904,   13.6538
        19,       361,       300,     90000,  0.147088,   4.89503,  0.065722,   5.47762,   1.22196,   23.2812,   19.0523,   16.2264
